startTime,activeRegionNum,instruments,cmeAnalyses,linkedEvents,note,N/S,E/W
2015-06-18 17:24:00,12371.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,"Clear indication of CME in AIA 171 and 193: opening/rising field lines starting around 16:30Z, followed by dimmings, two-ribbon flare, outflows.  The CME was fast and bright, and also had a 360-degree halo/asymmetric shock structure.",12.0,44.0
2015-06-19 06:42:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,CME associated with a big filament eruption below the CH south of AR 2371.  The eruption seems to be pushed to low latitudes.  It is a partial halo and very difficult to measure since the front is very faint in the available imagery.,-30.0,-10.0
2015-06-19 09:42:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Source could not be identified.  It is possible backsided.  CME was hard to measure due to the available imagery.,,
2015-06-19 16:34:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Appears to be backsided, no source was seen on disk.",,
2015-06-20 08:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,This eruption is part of a continuous outflow from the SE. The outflow can be seen in SDO AIA 171. The exact source location cannot be determined because the eruption appears backsided.,,
2015-06-21 02:48:00,12371.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,"Observed in the center of the Earth-facing disk in SDO AIA 171, 193, and 131 from AR 2371 around 2015-06-21T01:41Z. This eruption is associated with a couple of M-class flares from the same region.",13.0,12.0
2015-06-21 08:00:00,12367.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Eruption that merged out of the outflows from the SW quadrant of SOHO. A possible source is faintly visible in SDO AIA 304 around 08:12UT.,,
2015-06-22 18:36:00,12371.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,Associated with an M6.6 flare. Assymetric halo in SOHO coronographs.,13.0,-5.0
2015-06-23 00:00:00,12367.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Rising loops and small eruption can be seen in SDO AIA 193 and 211.,-25.0,-80.0
2015-06-23 00:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Loops can be seen rising in SDO 171, but nothing is visible on the disk.  It may be a back-sided event.",,
2015-06-23 04:54:00,,['SOHO: LASCO/C3'],0,0,,,
2015-06-23 07:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,CME associated with a filament eruption seen in SDO 193 north to the AR 2371.,,
2015-06-23 18:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Possibly associated with a small brightening in SDO AIA 193 around 2015-06-23T16:45Z near AR 2371. Although the CME was classifed as C-type, it's narrow and diffusive nature makes it unlikely to have any substantial SWx impacts.",,
2015-06-24 10:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Source location is close to active region 2367 but appears more back-sided.,,
2015-06-25 01:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,,,
2015-06-25 08:36:00,12371.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,"This CME is associated with an M7.9 class flare from AR 12371.
SDO 193 shows dimmings and a fast EUV wave to the NE and a post-flare loop arcade, CME is a partial halo in C2/3.",13.0,-40.0
2015-06-26 14:00:00,,['SOHO: LASCO/C2'],1,0,"So far this event looks backsided, with some rising loops in SDO 171 in the northwest at 13:42UT and in the southwest at 14:00UT. It is very faint.",,
2015-06-28 11:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,High Latitude filament / prominence eruption seen in SDO 304 around 10:00UT,,
2015-06-29 23:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",0,0,Most likely back-sided,,
2015-07-01 14:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"eruption behind the W limb, probably in or close to former AR 12371, AIA 193 shows opening of field lines off the west limb starting ~14:26, AIA 304 show additional cool material being eject starting ~14:39, proton fluxes in ACE start increasing ~16:45 (but remained below threshold), SOHO/COSTEP protons also increased.",,
2015-07-02 18:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Large filament eruption seen in AIA 304 off limb in the NE, loops opening in AIA 193, starting ~17:25, source behind E limb (but close to limb, assume lon~-110-120)",,
2015-07-04 20:12:00,12381.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Large filament liftoff easily visible in 193 and 304 starting 2015-07-04T19:10Z,42.0,76.0
2015-07-05 09:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Very narrow, faint, and likely a backsided event.

May be from faint opening field lines seen in SDO 171 behind the East limb around 06:30.",,
2015-07-05 14:00:00,12377.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,CME associated with a small eruption seen on the West limb from AR 2377 around 13:00Z after a B9.4 class flare.  CME is very faint and difficult to measure.  Only POS measurements could be done using STEREO_Cat.,-10.0,-86.0
2015-07-05 17:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Very faint East limb CME.  POS measurements done with STEREO_Cat.,,
2015-07-06 15:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with rising loops visible behind the SE limb in 193 imagery starting around 14:30Z,,
2015-07-07 06:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"No clear EUV source, possibly far-sided.",,
2015-07-07 15:24:00,12381.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Likely associated with an eruption observed in SDO 304 from AR 2381 around 2015-07-07T13:30Z.,,
2015-07-08 09:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,The source region could be the filament that lifts off around N15W20 in SDO AIA 304 just after 08:25UT. The eruption along with post eruption arcades are also visible around the same time in SDO AIA 171 and 193.  It seems to be pushed more west due to the nearby coronal hole.,15.0,-20.0
2015-07-09 00:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"It is difficult to find a source location on the disk , but there is a small eruption that can in seen in SDO AIA 193/171 in the southeast around 00:19Z.",-30.0,35.0
2015-07-09 22:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"filament eruption close the south pole, filament starts to slowly rise at ~ 14.00 UT (seen in AIA 304), C2 streamer to the SE also start to slowly rise, fast rise phase in AIA starts around 20:00, C2 starts fast rise ~22.36 (which was chosen as start time of CME). The filament is very exended in longitude spanning probably half the sun, faint dimming off the SE limb (in AIA 193) seems to be connected with it, implying that the eastern end of the fil is behind the limb. The western part of the fil (in 304) rises but mostly drains away to the west limb. Post-eruptive loops appear in AIA 193, sequentially from E limb to the west. CME in C3 is very asymmetric, mostly the eastern part was fit.",,
2015-07-10 16:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Appears to be associated with a filament eruption from the NW limb,,
2015-07-11 09:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated eruption observed off of the NW limb in SDO AIA 304 starting around 2015-07-11T03:07Z.,,
2015-07-12 11:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",0,0,"Narrow and difficult to see in C3
Unable to find a source in SDO 193/171/304",,
2015-07-12 18:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Faint CME, looks like a single wide loop off the NE in C2/C3.
Around 17:30 - 18:00, some change in the field lines in the NE as seen in SDO 171 is visible. This may be from a behind limb source",,
2015-07-13 00:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Rising/opening loops visible starting ~22:00 off limb in the NW, especially in AIA 171.",,
2015-07-13 09:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,A prominence eruption from a small unnumbered active region starting at 08:51Z.  Small 2-ribbon flare and dimming.,-3.0,-50.0
2015-07-14 06:36:00,12381.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"CME began as rising loops above AR 2381 in the NW starting around ~6:00, most visible in AIA 171 Å.",20.0,-90.0
2015-07-14 10:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Visible in AIA 171 as rising loops off the SE limb starting ~09:00Z.  CME is likely associated with the southern filament channel on the far side of the Sun.  This CME may be part of another DONKI CME entry: 2015-07-14T12:00Z.,,
2015-07-14 12:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Visible in AIA 171 images as rising loops above the south pole starting ~ 09:00Z.  CME is likely associated with the southern filament channel on the far side of the Sun.  May be the same CME as the 2015-07-14T10:00Z CME, just two separate loop systems.",,
2015-07-16 18:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Source of the CME is a filament eruption starting at ~14:20 around N30E30 in SDO 193 and 304, very nice eruption in 304, rotation of filament, AIA 193 shows dimmings and wave to the north. second filament eruption was triggered, seen in AIA 304 at ~21.30 (second filament located north of the first one). CME in C2/3 is very faint and straight to the north.",,
2015-07-17 06:12:00,12388.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,faint signs of eruption in AR 12388 at ~05:00 in AIA 304.,10.0,-55.0
2015-07-17 16:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with a small eruption near the eastern limb as seen in SDO AIA 304 around 2015-07-18T14:48Z.,,
2015-07-18 00:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with rising loops observed in SDO AIA 193 around 2015-07-18T22:00Z.,,
2015-07-18 04:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with a filament eruption observed in SDO AIA 304 around 2015-07-18T02:27Z.,,
2015-07-18 13:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Possibly associated with a small eruption around 2015-07-18T09:51Z off of western limb in SDO AIA 304.,,
2015-07-18 15:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with an eruption/opening field lines around 2015-07-18T14:36Z as seen off of the western limb in SDO AIA 193.,,
2015-07-18 20:12:00,,['SOHO: LASCO/C2'],1,0,Source could not be found. Likely associated with a back-sided eruption behind the western limb.,,
2015-07-18 23:26:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Far sided and high northern latitude. Most images are from C2 and C3, but STA has 2 images of the CME.",,
2015-07-19 03:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,This CME was backsided but close to the northwestern limb as seen as rising loops in SDO AIA 171 around 03:00Z. Rising loops could also be seen on the northeastern limb from STEREO A.,,
2015-07-19 05:24:00,12384.0,['SOHO: LASCO/C2'],1,0,Associated with a small eruption on SW limb in SDO around 2015-07-19T04:37Z near AR 2384.,,
2015-07-19 09:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,Associated with large eruption from SW limb in SDO AIA 193/304 around 2015-07-19T07:31Z.,,
2015-07-20 08:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,This CME is very faint and small. It is associated with a filament eruption in the northwest around 07:00Z.,45.0,-35.0
2015-07-20 10:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,This CME is associated with a filament eruption around 07:00Z that was caused by the same activity that caused the filament eruption and CME in the northwest at 2015-07-20T08:48Z.,55.0,20.0
2015-07-20 13:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Believed to be associated with a small eruption visible in STA EUVI 195 starting 12:30Z. CME was very faint,-12.0,-155.0
2015-07-21 18:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Eruption can be seen faintly behind the NW limb in SDO AIA 193 around 2015-07-21T17:30Z and also in STEREO A EUVI 195 around 2015-07-21T17:12Z.,,
2015-07-22 05:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,This CME is extremely dim. A source candidate is rising loops and a flare. Rising loops can be seen in STEREO A EUVI at 2015-07-21T23:00Z in the southeast and a flare can be seen at 2015-07-21T07:30Z at the same location.,,
2015-07-23 00:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME source is not clear.  It appears to be coming from a backsided AR seen in STA EUVI around N30W35 looking at STA images.,,
2015-07-23 12:00:00,,['SOHO: LASCO/C2'],1,0,"The source of this narrow streamer CME is a small prominence near the SE limb visible in SDO AIA 304, 193, and 171 just after 11:12 UT.",-20.0,70.0
2015-07-24 16:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"Backsided large dimming area seen in STA EUVI around 16:15Z.  CME is faint and slow and hardly seen in C3 imagery.

CME can also be seen in STA coronagraph imagery, but not used in analysis.",30.0,-170.0
2015-07-25 15:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,The eruption can be seen quite clearly off the NW limb in SDO AIA 304 beginning around 13:50 UT.,,
2015-07-25 21:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Backsided. The CME source can be seen as a filament eruption in STEREO A EUVI imagery around 17:40 off the NW limb. The eruption can also be seen in the NE of SDO AIA 304 imagery.,,
2015-07-26 09:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"May be associated with a small brightening seen in STA EUVI around 0800, but unsure...
No candidate found in SDO",,
2015-07-28 13:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,The source location is unknown. Potentially some activity in the Northern region of SDO AIA 304 around 10 UT.,,
2015-07-29 19:41:00,,"['STEREO A: SECCHI/COR2', 'SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Most likely back-sided since no eruptions/activity seen on the solar disk. Source location not found in STA EUVI either (there is a data gap preceding the start of CME though).,,
2015-07-30 16:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"source of CME is far-sided, most likely AR to the NW in EUVI A, shows signs of eruption after data gap between 11.10 and 22.10, AR lon ~-135 deg - this is used for CME longitude",,
2015-07-31 00:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,The source is an eruption in the southwest in STA EUVI around 00:10UT.,-21.0,-155.0
2015-07-31 16:24:00,12392.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Associated with an eruption observed in SDO AIA 193/304 around 2015-07-31T15:44Z near AR 2392.,5.0,-40.0
2015-07-31 17:37:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with an eruption observed in SDO AIA 193/304 around 2015-07-31T16:58Z off of the eastern limb and in STEREO A EUVI around 2015-07-31T16:55Z.,,
2015-08-01 00:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Derived parameters are very approximate. No source for this faint/narrow CME could be found.,,
2015-08-01 22:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Associated with a filament liftoff or explosion starting around 18:10Z,-15.0,85.0
2015-08-02 18:24:00,,['SOHO: LASCO/C2'],0,0,"Faint, Small CME. Source unknown.  Becomes very faint very soon after it is seen in C2.",,
2015-08-02 22:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"In STA EUVI, between the 20:15 and 21:45 frames, an eruption can be seen in the SW Limb.
Same source also seen in SDO 193 and 171 off the SE limb.",-30.0,90.0
2015-08-03 13:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"CME source can be seen in SDO AIA 193, 171, and 304 as a large filament eruption  on the south east limb.  It can be seen in STA EUVI as a large filament eruption at around S40E120 with some post eruption arcades.",-40.0,120.0
2015-08-04 04:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,There is no obvious source. It may be backsided but there is no sign in the STEREO images. It may be a part of a streamer.,,
2015-08-04 15:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Can be seen as a small filament eruption in SDO AIA 304 just above AR 2394 and AR 2393 starting at around 14:18 UTC.  SDO 193 shows a distinct dimming and possible EUV wave moving northward.,40.0,-10.0
2015-08-05 07:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with a filament eruption in the northwest around 06:06UT in SDO AIA 193. The southern end of the filament is associated with AR2363.,30.0,-30.0
2015-08-05 22:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,CME measurements are very rough since it was very faint and source could not be clearly identified due to a data gap in STA imagery.  It is assumed to be originated on the far side close to an AR on the NE imagery of STA.,,
2015-08-07 20:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Associated with a large eruption observed on the SE quadrant of the Earth-facing disk around 2015-08-07T20:00Z in SDO AIA 193/304.,,
2015-08-08 00:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Associated with an eruption observed on the SE quadrant of the Earth-facing disk around 2015-08-07T23:42Z in SDO AIA 193/304.,,
2015-08-08 01:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Likely associated with a back-sided eruption that could not be seen in EUV imagery because of data gaps. The source location is approximate. There is a dimming and opening of field lines seen in SDO AIA 193 after 02:00 which would suggest a lower longitude (85 degrees or so).,,
2015-08-08 08:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with rising loops seen on the eastern limb in SDO AIA 304 around 2015-08-08T08:00Z.,,
2015-08-08 23:48:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Associated with a small filament eruption was observed in SDO AIA 304 around 2015-08-08T23:09Z. This small eruption could not be measured with SWPC_Cat because of its very diffusive/faint nature and the derived parameters were approximated using StereoCAT.,,
2015-08-09 02:36:00,,['SOHO: LASCO/C2'],1,0,"Unable to locate source. However, the CME is extremely faint and slow it is not expected to be geoeffective.",,
2015-08-09 12:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,The source appears to be a large filament eruption that can be seen off the NW limb in SDO AIA 193/304 around 11 UT.,,
2015-08-11 19:12:00,12394.0,['SOHO: LASCO/C2'],0,0,"Very Faint CME in the NW. not seen in C3... and disappears in C2 shortly after

Maybe related to eruption seen near AR 2394 around 11UT",,
2015-08-12 00:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME signature is very strange.  It looks like a high density bulge of plasma at the Sun's corona visible from STA EUVI.  In SDO 193/171 you could see the changes on the magnetic field lines behind the limb.,-35.0,-95.0
2015-08-12 15:12:00,,['SOHO: LASCO/C2'],1,1,CME associated with prominence eruption visible in SDO 193/171/304 starting around 13:42Z.,-20.0,-30.0
2015-08-13 00:30:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,"CME associated with a second filament eruption near the equator starting around 00UT.  It is visible in SDO imagery.  However, the CME is very faint and difficult to measure.",,
2015-08-13 02:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME source can be seen on the east limb in STA EUVI  and also at the back west limb in SDO 193/171 as the magnetic field lines opening.,,
2015-08-14 09:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"filament eruption, below  AR 2399",-10.0,-45.0
2015-08-15 13:25:00,12398.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Dimming (SDO 193) and rising loops (SDO 171) seen in the NW around 12:15-13:00,15.0,-45.0
2015-08-15 14:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",0,0,Very small puff that could not be analyzed because of its faint/diffusive nature. It is likely negligible.,,
2015-08-15 19:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,No source could be found for this faint CME in any of the available EUV imagery. It is likely a back-sided event.,,
2015-08-16 09:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,The source appears to be caused by a change in the NW active region at the northern edge of the coronal hole seen in STEREO A EUVI imagery between the data gap at 05:25-09:55 UT. This CME is probably the source of the increase in particle fluxes in STA starting around 10:00 UT.,,
2015-08-16 09:48:00,,['SOHO: LASCO/C2'],1,0,"The source is unknown, however it could be far-sided.",,
2015-08-20 03:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME source may be at the far side on the East side of STA EUVI images.  It is difficult to be certain due to a data gap in the images.  The CME is very slow and very faint.,,
2015-08-20 10:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME is associated with a far side region located at N35W36 from STA imagery where some dimming is visible after a data gap in the images.  CME is fast but very high latitude.,35.0,-36.0
2015-08-21 10:24:00,12403.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,"preliminary measurement very close to the sun using SWPC_cat & C2/3 and STA COR2, should be verified with backfilled C3 images!",-17.0,26.0
2015-08-22 07:24:00,12403.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,Large dimming area and eruption seen post M1.2 Class flare.  CME is a halo and faint in the coronagraphs.,-15.0,13.0
2015-08-23 04:36:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Small brightening / eruption seen in SDO 193/171/304 around 04:15,10.0,-45.0
2015-08-23 13:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Slow looking filament/prominence eruption with opening field lines seen in the NE limb of SDO 193/171/304 starting around 09:00 and continues for a few hours,30.0,90.0
2015-08-24 01:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME MAY be associated with a very slow eruption visible on the NE limb in SDO 193/171.  Only POS measurements could be done due to the available imagery.,,
2015-08-24 09:12:00,12401.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Small eruption (opening field lines, small prominence) seen in SW limb of SDO 193, 304, and 171 around 01:45.

From SWPC: CME was likely related to a coronal disturbance as
seen in SDO/AIA-171 imagery in the vicinity of old Region 2401 (S11,
L=275) and is off the Sun-Earth line.


Likely not: (CME MAY be associated with M5.6 class flare.  The CME is very faint and slow.  No other source could be found.)",-15.0,-95.0
2015-08-24 22:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,source is far-sided seen in EUVI A to the NE,,
2015-08-25 16:00:00,12403.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,The measurement is of the outer edge of the CME. The inner portion was measured to be too slow. The source is believed to be from an eruption in AR 2403.,,
2015-08-26 16:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"New flux emergence in central part of AR 2304 starting ~ 12.00 seen in images, largely confined event, a narrow jetlike outflow is seen in C2/3 to the SW starting ~16.00",,
2015-08-26 20:26:00,12403.0,['SOHO: LASCO/C2'],1,0,"Eruption starting from AR 12403 with extensive dimmings to the north of the AR, and activation of the filament in the northern hemisphere. CME in C2 very faint to the west. Note that AR is located at good location to be connected to Earth, at around S14W50",-16.0,-48.0
2015-08-28 02:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Filament eruption must have happened between 17:15 on Aug 27 and 03:45 on Aug 28 (EUVI STA data gap) and is indicated by high rising loops along a narrow elongated stretch in the SW of the disk in EUVI STA.,-15.0,150.0
2015-08-28 07:12:00,12403.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Faint CME. Probably associated with a C4.5-class flare from AR2403. No eruption seen in AIA 193 (probably because of a data gap).,-16.0,-72.0
2015-08-30 06:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"Very faint, high-latitude CME as a result of a faint eruption just North of the disc.",,
2015-08-31 05:36:00,12403.0,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,CME was very faint in LASCO C3 images.  Measurements are very rough estimates using SWPC_Cat.  Source region could not be identified with complete certainty but it is believed to be originating from AR 2403.,-15.0,-91.0
2015-08-31 10:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,CME appears to be from the far side.  Rising loops can be observed on the NW limb in SDO 193/171 around 10UT.  CME spreads out and becomes very faint in the LASCO images.,,
2015-08-31 23:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,,,
2015-09-01 01:25:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,Erupting filament observed in AIA304 just behind the east limb at 23:27,,
2015-09-01 22:00:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,A possible source is dimming seen around S12W12 around 18:00 in SDO 193. It is faint in the coronagraphs.,,
2015-09-02 14:06:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,"no source could be identified, probably slow streamer blowout with source close to the west limb, starting time is approximate as the C2 bright structure very slowly starts to expand.",,
2015-09-03 11:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,0,"source location unknown, probably close to SW limb: some opening and closing field lines seen in AIA 171. A filament seen lifting off in AIA 304, however it is very wide (along latitude line) so again source location is not clear. A slow streamer blowout, therefore starting time not well defined (slow rise starts before 11.24)",,
2015-09-04 14:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,The source is hard to see. It can be seen as a faint darkening movement followed by small post eruption arcades in the southwest around 10UT.,,
2015-09-04 19:24:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3', 'STEREO A: SECCHI/COR2']",1,1,"Source location is a filament eruption that starts around 2015-09-04T15:30Z and ends at around 2015-09-04T19:00Z and can be seen clearly in SDO 193, 171, and 304 around S10E30.
There is distinct EUV dimming, and post eruptive arcades. The eruption seems to push the material in the eastern direction.",-15.0,25.0
2015-09-06 09:12:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,0,Faint CME potentially associated with one of (or both) eruptions seen in AIA 193 at 2015-09-06T00:52Z and around 04:00.,-15.0,8.0
2015-09-06 23:30:00,,"['SOHO: LASCO/C2', 'SOHO: LASCO/C3']",1,1,Very faint but wide CME. The source location is guessed to be significant darkening at ~S15E25 in the early hours of 2015-09-07. The darkening has increased the size of the CH.,,
